category,company_name,website,founded_year,raised_amount,description
Customer Experience,Netomi,https://www.netomi.com/,2015.0,$47M,"Netomi is an AI platform for customer service that allows businesses to activate, manage, and train AI to automatically resolve tickets, enhance agent productivity, and provide customer experience. The company works with global retail, travel & hospitality, telecommunications, finance, and insurance companies, including WestJet, Nestle, and Singtel."
Customer Experience,Observe.ai,https://www.observe.ai/,2017.0,$213.12M,Observe.ai is an enterprise AI company that leverages deep learning and NLP to automate support workflows. The company empowers call center agents to do their jobs better. Its voice AI platform provides the agent with real-time feedback on customer sentiment and guides them on next steps during the customer call.
Customer Experience,Ask-AI,https://www.ask-ai.com/,2021.0,$20M,"Ask-AI provides a generative artificial intelligence (AI) platform for natural language processing. It offers a generative AI solution that aggregates and analyzes company knowledge and customer communications, providing answers to natural language questions and revealing actionable insights. It was founded in 2021 and is based in Tel Aviv, Israel."
Customer Experience,Typewise,https://www.typewise.app/,2020.0,$5.15M,"Typewise is a mobile app that allows users to install an alternative keyboard. It builds customized AI language models for each client, which includes company-specific vocabulary and learns which phrases have the highest business impact. The company was founded in 2020 and is based in Schlieren, Switzerland."
Customer Experience,Afiniti,https://www.afiniti.com/,2006.0,$327.2M,"Afiniti is a multinational applied artificial intelligence company. Afiniti uses AI to identify and predict subtle, valuable patterns of human behavior to better pair customers and employees. Pairing in this way results in higher quality interpersonal interactions and drives measurable increases in revenue and customer lifetime value for enterprises."
Customer Experience,Dialpad,https://www.dialpad.com/,2011.0,$425.96M,"Dialpad develops an artificial intelligence (AI) powered cloud communications platform. It provides a cloud-based platform for voice, messaging, video, and meetings. It helps in customer engagement, business communication, customer intelligence platform, and more. Dialpad was formerly known as Switch Communications. It was founded in 2011 and is based in San Ramon, California."
Customer Experience,Asapp,https://www.asapp.com/,2014.0,$312.57M,"ASAPP is an artificial intelligence software that aims to help call center agents work better and faster. ASAPP software says it does not replace human call center agents, but instead analyzes the calls of a centers most efficient agent and then sends to all agents real-time suggestions of what to say in response to specific things said by customers. For web chats, it presents the agent with multiple potential responses that can be sent with a click. It was founded in 2014 and is based in New York, New York."
Customer Experience,Ultimate,https://www.ultimate.ai/,2017.0,$28.05M,"Ultimate is a provider in the customer support automation industry, leveraging conversational and generative AI to enhance customer service operations. The company offers products that automate customer support across various text-based communication channels, including chat and email and integrates with CRM systems to provide end-to-end automation solutions. It improves customer experience, increases efficiency, and supports multi-language interactions. It was founded in 2017 and is based in Berlin, Germany. In March 2024, Ultimate was acquired by Zendesk."
Customer Experience,Drift,https://www.drift.com/,2015.0,$107M,"Drift is a conversational marketing and sales platform that focuses on B2B companies. It provides customer prospecting, customer service, target account engagement, visitor intelligence, and real-time personalization. The company was founded in 2015 and is based in Boston, Massachusetts."
Customer Experience,Frame.ai,https://frame.ai/,2016.0,$17.03M,"Frame Technology aims to improve customer acquisition, retention, and expansion with humanpowered conversations connected to existing services and data. It offers solutions to predict and prevent escalation, reduce case volume, and service cost, and also track customer effort. It was founded in 2016 and is based in Irvington, New York."
Customer Experience,Maven AGI,https://www.mavenagi.com/,2023.0,,"Maven AGI specializes in artificial intelligence (AI) solutions for enterprise customer support within the technology sector. The company offers AI-driven platforms to automate support workflows, enhance customer experiences through personalized support, and empower support agents with AI co-pilot capabilities. Its services cater to the needs of enterprise-level organizations seeking to improve their customer support operations. It was founded in 2023 and is based in Boston, Massachusetts."
Customer Experience,CallMiner,https://callminer.com/,2002.0,$134.9M,"CallMiner helps businesses and organizations improve contact center performance and gather key business intelligence by automating their ability to listen to every customer interaction. CallMiner's cloud-based voice of the customer analytics solution automatically analyzes contacts across all communication channels: calls, chat, email, and social. CallMiner offers both real-time monitoring and post-call analytics, delivering insights to contact center staff, business analysts, and executives."
Customer Experience,Yellow.ai,https://yellow.ai/,2016.0,$102.35M,"Yellow.ai is a Conversational CX Automation Platform that brings AI and human intelligence together to automate customer experience for large brands and enterprises. Yellow.ai was founded in 2016 and is based in San Mateo, California."
Customer Experience,Cresta,https://cresta.com/,2017.0,$151M,"Cresta uses AI to turn sales and service agents into experts on day one, elevating the customer experience and growing the business. The company codifies the psychology, behavior, and language that top contact center agents use to achieve successful outcomes. Once this expertise is learned, Cresta re-distributes it to every agent in real-time, effectively turning every agent into an immediate expert."
Customer Experience,Certainly,https://certainly.io/,2017.0,,"Certainly is a generative AI company that specializes in conversational AI solutions within the customer service automation sector. The company offers a platform for creating AI chatbots that can engage with customers, automate support, and integrate with various ecommerce tools. These chatbots are designed to enhance customer experience, provide multilingual support, and offer real-time insights into customer interactions. It was founded in 2017 and is based in Copenhagen, Denmark."
Customer Experience,Intercom,https://www.intercom.com/,2011.0,$240.25M,"Intercom is a fundamentally new way for internet businesses to communicate with customers, personally, at scale. It's a customer communication platform with a suite of integrated products for every team-including sales, marketing, product, and support. Intercom's products enable communication with customers on your website, inside your web and mobile apps, and by email."
Customer Experience,Genesys,https://www.genesys.com/,1990.0,$1600M,"Genesys provides customer service and contact center software and services. Its software directs interactions every day, from the contact center to the back office. It offers workforce engagement, artificial intelligence (AI) and automation, customer journey management, and more. It serves retail, healthcare, financial services, government, and other sectors. It was founded in 1990 and is based in Menlo Park, California."
Customer Experience,Dovetail,https://dovetail.com/ai/,2017.0,$69.34M,"Dovetail offers a flexible customer insights platform for teams to get data-driven insights. Its platform stores user research notes, transcripts, images, videos, and audio recordings and discovers patterns across research data collected from interviews, usability testing, and customer interviews. The company was founded in 2017 and is based in Sydney, Australia."
Human Capital,Visier,https://www.visier.com/,2010.0,$216.5M,"Visier develops business support software. It specializes in creating workforce analytic applications through the cloud for human resource management. The company was founded in 2010 and is based in Vancouver, Canada."
Human Capital,Textio,https://textio.com/,2014.0,$42.5M,"Textio provides an artificial intelligence platform that analyzes business documents as they're being written to forecast and improve their performance. The company's first product, Textio Talent, optimizes job listings, recruiting email, and other talent content."
Human Capital,eightfold.ai,https://eightfold.ai/,2016.0,$397M,"Eightfold.ai offers a talent intelligence platform. It allows the user to centralize all their people data, including ATS, HRMS, resume books, and spreadsheets."
Human Capital,Gloat,https://gloat.com/,2015.0,$181.6M,"Gloat develops a system based on artificial intelligence and analyzes the possible career paths in the organization and the achievements and abilities of each employee. Employees can enter their skills, professional experiences, and achievements throughout their careers throughout the company, and then proactively receive various career development opportunities. Gloat was formerly known as Workey. The company was founded in 2015 and is based in New York, New York."
Human Capital,Lattice,https://lattice.com/,2015.0,$329.32M,"Lattice is a performance management solution for growing companies, aimed at increasing employee retention. Lattice's products are designed to help mid-market customers with goal OKR management, performance reviews, employee feedback and manager-employee conversations. The product covers the full breadth of a performance management cycle."
Human Capital,The Predictive Index,https://www.predictiveindex.com/,1955.0,$89.5M,"The Predictive Index (PI), formerly PI Worldwide, is a workforce assessment platform used to define behavioral and cognitive job requirements, hire candidates, and keep them engaged. It aligns business strategy with people strategy for optimal business results. The solution aims to enable companies to design teams and cultures, make objective hiring decisions, and foster engagement. The company serves clients in the United States. It was founded in 1995 and is based in Westwood, Massachusetts."
Human Capital,Scribe,https://scribehow.com/scribe-ai,2019.0,$55M,"Scribe develops a workflow documentation platform to analyze, optimize, and standardize processes for the documentation of information. It onboards new employment creates standard operating procedures (SOPs), builds training materials, and more. The company was founded in 2019 and is based in San Francisco, California."
Human Capital,Harver,https://harver.com/,2015.0,$27.3M,"Harver is a pre-employment assessment platform for hiring at scale. Its platform is designed to remove the challenges surrounding high-volume hiring, including managing large volumes of applicants, mitigating unconscious bias, and capturing the right information upfront to make data-driven hiring decisions. The company was founded in 2015 and is based in New York, New York. In May 2021, Harver was acquired by OutMatch. The terms of the transaction were not disclosed."
Human Capital,PandoLogic,https://pandologic.com/,2007.0,$19.7M,"PandoLogic is focused on the online recruitment industry, building an effective recruitment advertising network designed to connect employers and job seekers more efficiently, while helping digital publishers increase revenue and site traffic with online recruitment. On July 22nd, 2021, PandoLogic was acquired by Veritone at a valuation of $150M."
Human Capital,Beamery,https://beamery.com/,2014.0,$223.06M,"Beamery uses large-scale, data-mining, and machine-learning algorithms to automate relationship tracking for recruiters. It builds recruitment CRM software that enables companies to approach recruiting like customer acquisition,Â­ from outbound prospecting and pipeline building to targeted nurture and engagement. The company was founded in 2014 and is based in London, U.K."
Human Capital,Seekout,https://www.seekout.com/ssd,2017.0,$188.2M,"SeekOut focuses on talent acquisition and management in the human resources industry. The company offers services such as finding suitable candidates for open roles, helping organizations build diverse talent pipelines, and providing insights for workforce planning. It assists in promoting internal mobility and upskilling or reskilling existing employees. It was founded in 2017 and is based in Bellevue, Washington."
Human Capital,Moonhub,https://www.moonhub.ai/,2021.0,$14.4M,"Moonhub provides a recruiter-on-demand platform powered by artificial intelligence (AI). Its platform combines public and internal data points to help teams discover and engage candidates for any job opportunity. The company was founded in 2021 and is based in Menlo Park, California."
Human Capital,HireVue,https://www.hirevue.com/,2004.0,$98M,"HireVue provides an assessment and video interviewing platform that combines video, AI, game, and technical challenges for comprehensive hiring intelligence."
Human Capital,Fetcher,https://fetcher.ai/,2015.0,$38.9M,"Fetcher operates a staffing and recruiting platform that combines artificial intelligence and human expertise to fill positions quicker. Rather than using a standard database model, Fetcher's unique combination of machine learning and human intelligence creates curated batches of candidates for every open role. This sourcing model allows recruiters to spend less time in front of a computer searching or filtering for candidates, and more time connecting with candidates and hiring managers. Fetcher serves the staffing and recruiting industry. Fetcher was founded in 2015 and is based in New York, New York."
Human Capital,StepStone,https://www.stepstone.com/en/,1996.0,,"StepStone is an independent online recruitment site, publishing job opportunities across Europe every day, and offering recruiters a range of services to help fill their vacancies with quality people, quickly and efficiently."
Human Capital,Turing,https://www.turing.com/,2018.0,$136.05M,"Turing helps source, vet, and ultimately connect developers with tech companies that need them for either short- or long-term engagements."
Human Capital,Entelo,https://www.entelo.com/,,$41.93M,"Entelo allows recruiters to search for software engineers and designers across the social web. With social profiles, search, and technology to discover candidates who may be open to new opportunities, Entelo improves the ability to find the right talent at the right time."
Automation & Operations,Antworks,https://www.ant.works/,2015.0,$15M,"AntWorks is an in Intelligent Document Processing and Automation Company. It uses proprietary Artificial Intelligence technology to unlock, classify and digitize the vital data in the full range of business documents. Its flagship product, CMR+, understands and contextualizes information with minimal intervention. It also processes hard-to-read, complex, unstructured content; emails, contracts, reports, tables, images and handwriting. AntWorks provides a platform that integrates artificial intelligence and cognitive process automation to provide smart solutions for enterprises. The company was founded in 2015 and is based in Singapore, Singapore."
Automation & Operations,Abbyy,https://www.abbyy.com/,1989.0,,ABBYY is a global provider of AI and language-based technologies. It empowers organizations to gain a complete understanding of their business processes and the content that fuels them with its Digital Intelligence platform.
Automation & Operations,Ocrolus,https://www.ocrolus.com/,2014.0,$126.45M,"Ocrolus operates as an automation platform that analyzes financial documents. Ocrolus is powered by a blend of AI and crowdsourced human quality control, enabling firms across the financial sector to automate high-stakes business processes. Ocrolus uses a combination of technology, including OCR (optical character recognition), machine learning/AI and big data to analyze financial documents. Per the company, its technology can classify financial documents, capture key data fields, detect fraud and analyze cash flows. Ocrolus started with the intent to automate the long-term care Medicaid application process."
Automation & Operations,Axiom AI,https://axiom.ai/,2018.0,$0.25M,"Axiom.ai is a company that focuses on Robotic Process Automation (RPA) in the technology industry. The company offers a no-code browser automation service, allowing users to automate website actions and repetitive tasks on any website or web app. Axiom.ai primarily serves the technology sector with its automation solutions. It was founded in 2018 and is based in London, United Kingdom."
Automation & Operations,JIFFY.ai,https://jiffy.ai/,2012.0,$71M,JIFFY.ai helps companies automate tasks that are usually performed manually through robotic process automation (RPA).
Automation & Operations,UiPath,https://www.uipath.com/,2005.0,$1991M,"UiPath (NYSE: PATH) is a New York-based, robotic process automation (RPA) company that helps in the training and collaboration of AI and machine learning. The technology is used by companies in document management, contact center, healthcare, finance and accounting, human resources, and supply chains, addressing major technical challenges, including data extraction and migration, process automation, application integration, and business process outsourcing. The company was founded in 2005 and is based in New York, New York."
Automation & Operations,Kognitos,https://www.kognitos.com/,2020.0,$28.97M,"Kognitos develops an artificial intelligence (AI) platform that helps organizations with business processes. The company offers products such as language processing automation (NLPA) and Large language models (LLMs) to help business users in analyzing everyday workflows. Kognitos was founded in 2020 and is based in San Jose, California."
Automation & Operations,HyperScience,https://hyperscience.com/,2014.0,$289.23M,"Hyperscience automates manual document processing for global financial services, insurance, healthcare, and government organizations. Its proprietary solution classifies documents and extracts data. Structured data files are then sent downstream for processing, decreasing wasted manual effort, and increasing output and productivity. The company was founded in 2014 and is based in New York, New York."
Automation & Operations,Workato,https://www.workato.com/,2013.0,$415M,"Workato is an enterprise automation platform that enables both business and IT teams to integrate their apps and automate business workflows without compromising security and governance. It enables companies to drive outcomes from business events. There is no coding required, and the platform utilizes machine learning and patented technology to make the creation and implementation of automation faster than traditional platforms. The company was founded in 2013 and is based in Mountain View, California."
Automation & Operations,DeepOpinion,https://go.deepopinion.ai/,2020.0,$2.05M,"DeepOpinion is an internal process automation platform for texts that enable enterprise teams to automate text-based processes. It focuses on tasks in the text and document area. This includes dealing with emails, customer support, ticketing, invoices, delivery notes, and order confirmations. The company was founded in 2020 and is based in Innsbruck, Austria."
Automation & Operations,Bardeen.ai,https://www.bardeen.ai/,2020.0,$18.8M,"Bardeen.ai is an automation app to replace repetitive tasks with a single shortcut and control web apps from anywhere. The company was founded in 2020 and is based in San Francisco, California."
Automation & Operations,Tungsten Automation,https://www.tungstenautomation.com/,1985.0,,"Tungsten Automation specializes in intelligent automation and digital workflow transformation within the technology sector. The company offers artificial intelligence (AI)-powered software solutions that automate data-intensive workflows for various business-critical applications. Tungsten Automation was formerly known as Kofax. It was founded in 1985 and is based in Irvine, California."
Automation & Operations,Levity AI,https://levity.ai/,2018.0,$10M,"Levity is a company that focuses on providing no-code artificial intelligence (AI) workflow automation solutions in the technology sector. The company offers a platform that enables businesses to automate manual tasks using AI, without the need for coding. This includes extracting essential information from text data, categorizing text data, generating text, and summarizing lengthy documents. The company primarily serves sectors that require automation of repetitive tasks, such as customer support and email management. It was founded in 2018 and is based in Berlin, Germany."
Automation & Operations,Luminai,https://www.luminai.com/,2020.0,$0.1M,"Luminai helps customer service organizations automate internal workflows by making any kind of multi-click process one click. It offers everyday work flows, streamlining processes, reducing time spent on tickets, and contributing to customer support. It was founded in 2020 and is based in Palo Alto, California."
Automation & Operations,Eigen Technologies,https://eigentech.com/,2015.0,$59.5M,Eigen Technologies is a natural language processing (NLP) company based in London and New York. The company enables organizations to unlock the value of their qualitative data by automating the extraction of text from documents using machine learning.
Automation & Operations,Rossum,https://rossum.ai/,2017.0,$104.5M,"Rossum develops artificial intelligence that understands complex structured documents, enabling companies to capture data from financial documents efficiently and with human-level accuracy."
Automation & Operations,Orby AI,https://www.orby.ai/,2022.0,$4.5M,"Orby AI develops an AI platform to bring the auto-complete experience to everyday business users and automate all mundane and repetitive tasks. Its platform democratizes the use of Generative AI to automate repetitive human processes. The company was founded in 2022 and is based in Mountain View, California."
Automation & Operations,Zapier,https://zapier.com/,,$2.58M,"Zapier allows its users to create connections between different web apps. Partners, including Salesforce, Intuit, Google, and Dropbox, utilize Zapier to offer their customers integrations with over 350 apps. The Zapier Developer Platform enables developers to add APIs for private or public use."
Automation & Operations,Instabase,https://instabase.com/,2015.0,$131.94M,"Instabase is a platform for businesses to build customizable apps for automating different parts of their business. For example, a bank can quickly build an app that can automatically verify customer income in a fraction of a second by combing through documents such as camera pictures or scans of paystubs, tax documents, bank statements, and other similar documents submitted by the customer. The platform comes equipped with the tools for reading documents, data extraction and classification, natural language processing, and optical character recognition. It is designed to enable creators, developers, and organizations to quickly build complex business applications based on their needs."
Automation & Operations,Celonis,https://www.celonis.com/,2011.0,$2367.5M,"Celonis offers a process mining tool for analyzing and visualizing business processes. It helps organizations understand and improve operational process flows for business transformation. The company was founded in 2011 and is based in Munich, Germany."
Automation & Operations,Alkymi,https://www.alkymi.io/,2017.0,$26M,"Alkymi transforms enterprise workflows by placing machine learning and automation technology into the hands of business users, turning operational data headaches into a source of efficiency. Alkymis core products, Data Inbox and Patterns, allow businesses to extract, analyze, and take action on critical business data in emails and documents. Organizations deploy Alkymi to accelerate decision-making, improve customer satisfaction, and empower employees to focus on higher value work. Alkymi was founded in 2017 and is based in New York, New York."
Automation & Operations,Tonkean,https://tonkean.com/,2016.0,$83.2M,"Tonkean offers a digital platform featuring robotic automation for enterprises. Tonkean's platform acts as an operating system for operations teams and allows users to manage and streamline business processes, formulas and reporting with no-code."
Decision & Optimization,Buynomics,https://www.buynomics.com/,2018.0,$16.03M,"buynomics offers a forecasting platform that helps companies digitize their prices under realistic conditions, and helps predict their purchase behavior in different circumstances. It integrates artificial intelligence that converts data into meaningful insights, observes the effects of competitors' actions, and the impact of pricing strategy to predict the purchasing pattern of the consumers. The company was founded in 2018 and is based in Cologne, Germany."
Decision & Optimization,Arena,https://www.arena-ai.com/,2019.0,$32M,"Arena is a software firm that builds active learning systems and techniques, such as reinforcement learning. The company's platform leverages active learning agents that continually test, learn, and improve omnichannel sales strategies automatically. Arena helps CPG companies, small merchants, and technology companies transform intensive sales and supply chain processes into autonomous, self-learning systems, unlocking efficiencies and resulting in a better, more affordable consumer experience. The company was founded in 2019 and is based in New York, New York."
Decision & Optimization,NextMV,https://www.nextmv.io/,2019.0,$14.34M,"Nextmv is a developer platform for automating and optimizing decisions that drive business operations  from vehicle routing to workforce scheduling and more. With Nextmv's flexible APIs, developers can quickly build, test, and deploy decision services in modern technology stacks at speed and scale. Nextmv was founded in 2019 and is based in Philadelphia, Pennsylvania."
Decision & Optimization,Paretos,https://paretos.com/,2020.0,$13.98M,"paretos offers an end-to-end decision intelligence platform. Its platform makes data-driven decisions across entire organizations, enabling business users to evaluate complex data, predict future scenarios and take action. It was founded in 2020 and is based in Heidelberg, Germany."
Decision & Optimization,Lyric,https://lyric.tech/,2021.0,$9.4M,"Lyric is a security provider company. It provides both the efficiency of point solutions and the tailored benefits of a custom build. It applies products and tailored solutions, and through the creation of organization-specific IP with an expansive catalog of supply chain data, decisions, and predictions, enterprises are equipped to solve any problem. It was founded in 2021 and is based in Sunnyvale, California."
Decision & Optimization,Peak AI,https://peak.ai/us/,2014.0,$115M,Peak is a data analytics-as-a-service company that helps businesses with data services using artificial intelligence and machine learning technologies.
Decision & Optimization,Aera Technology,https://www.aeratechnology.com/,2005.0,$168.23M,Aera delivers technology that enables the Self-Driving Enterprise: a cognitive operating system that connects customers with their business and autonomously orchestrates their operations.
Legal,Linksquares,https://linksquares.com/,2015.0,$163.97M,"LinkSquares provides an AI contract analytics software designed to help legal and finance teams work smarter by simplifying contract management, analysis, and reporting. It offers solutions such as crisis management, contract review, contract storage, data privacy and compliance, and deal acceleration. The company was founded in 2015 and is based in Boston, Massachusetts."
Legal,Eve,https://www.eve.legal/,2023.0,$14M,"Eve focuses on providing artificial intelligence solutions for the legal profession. The company's main offerings include a personalized AI tool that assists with tasks such as document review, case analysis, and legal research, functioning as an additional team member who can be trained and taught. The company primarily serves the legal industry. It was founded in 2023 and is based in San Francisco, California."
Legal,EvenUp,https://www.evenuplaw.com/,2019.0,$64.5M,"EvenUp operates in the legal technology industry. The company provides artificial intelligence (AI)-driven services that transform medical documents and case files into demand packages for injury lawyers. These services primarily cater to the legal industry, particularly law firms specializing in personal injury cases. It was founded in 2019 and is based in San Francisco, California."
Legal,Spellbook,https://www.spellbook.legal/,2018.0,$31.3M,"SpellBook fka Rally offers a generative artificial intelligence contract drafting and review tool built on top of LLMs. The product is focused on corporate and commercial lawyers in both law firms and companies and aims to provide suggested contract language and negotiation points. Spellbook, when it was Rally, initially aimed to provide an automation and collaboration platform for business lawyers and individual clients. It offered document automation, integration galore, stakeholder management, templates, e-signing workflow, and other services. It was founded in 2018 and is based in Toronto, Canada."
Legal,Thomson Reuters Casetext,https://casetext.com/,2013.0,$69.32M,"Casetext provides information and research services to litigation practices. The company's software, CARA, automates key legal research tasks by leveraging artificial intelligence and machine learning technologies to analyze litigation documents and uses that information to algorithmically query the law."
Legal,LexCheck,https://www.lexcheck.com/,2014.0,$25.07M,"LexCheck offers Artificial intelligence (AI) platform that helps business transactions by automatically reviewing and revising pre-execution contracts. Its platform automatically makes substantive changes to contract language and is equipped to handle both first- and third-party paper. Also provides functionality for all levels of contract drafting and review, ranging from ordinary course commercial contracts to complex, high-stakes agreements. The company was founded in 2014 and is based in New York, New York."
Legal,DoNotPay,https://donotpay.com/,2015.0,$27.8M,"DoNotPay is an AI-powered legal assistant bot. The company's Robo Revenge aims to automate the process of identifying the company behind each robocall, which gives users the ability to go after those companies under the 1991 Telephone Consumer Protection Act."
Legal,Harvey,https://www.harvey.ai/,2022.0,$106M,"Harvey provides artificial intelligence (AI) solutions for lawyers to practice law. It provides lawyers with legal tools to help with their everyday workflows, from editing legal documents to performing legal research, through instructions and questions posed in natural language. The company was founded in 2022 and is based in Playa Del Re, California."
Legal,Ironclad,https://ironcladapp.com/,2014.0,$331.12M,"Ironclad is a contract management software solution that aims to offer an automated assistant that manages legal paperwork for companies. It is one organized Dropbox folder for all legal documents, along with automated templates for NDAs, sales contracts, and contractors."
Legal,Reveal Data,https://revealdata.com/,2008.0,$201.1M,"Reveal Data provides cloud-based eDiscovery software solutions and services. Its eDiscovery software platform offers the full range of processing, ECA, review and artificial intelligence capabilities."
Legal,TermScout,https://www.termscout.com/,2018.0,$6.72M,"TermScout is a legal-tech company that offers solutions for contract review services. It provides clients with competitive data to draft competitive contracts. Its platform enables clients to engage in a third-party contract review process. The company was founded in 2018 and is based in Denver, Colorado."
Legal,Darrow,https://www.darrow.ai/,2020.0,$77.2M,"Darrow operates as a legal data security platform. It develops an artificial intelligence (AI) based data engine that ingests large amounts of publicly-available documents to search for class action litigation potential across areas like data privacy violations and environmental contamination. The company was founded in 2020 and is based in New York, New York."
Legal,Robin AI,https://www.robinai.com/,2019.0,$42.2M,"Robin AI provides an artificial intelligence (AI)-native platform. It offers modular software that empowers legal teams and lawyers to make the contract process. It offers services that enable the creation, review, and search of contracts. It was founded in 2019 and is based in London, United Kingdom."
Legal,Lexion,https://www.lexion.ai/,2018.0,$35.2M,"Lexion focuses on contract management in the legal technology industry. The company offers a contract management system that helps streamline contract workflows, automate repeat work, and centralize contracts in one place using artificial intelligence (AI). It primarily sells to sectors such as sales, legal, procurement, human resources (HR), and information technology (IT). It was founded in 2018 and is based in Seattle, Washington."
Legal,ContractPodAI,https://contractpodai.com/,2012.0,$170M,"ContractPodAi offers an end-to-end solution offering contract management services including for contract generation, contract repository, and third-party review."
Legal,icertis,https://www.icertis.com/,2009.0,$521.5M,"Icertis is a cloud-based enterprise contract management platform that enables companies to accelerate their business by increasing contract velocity, protect against risk by ensuring regulatory and policy compliance and optimize commercial relationships by maximizing revenue and reducing costs. The company was founded in 2009 and is based in Bellevue, Washington."
Legal,Pincites,https://www.pincites.com/,2023.0,$0.5M,"Pincites operates as an artificial intelligence (AI) for contract negotiation. It helps to generate contract playbooks that help legal teams negotiate contracts. It was founded in 2023 and is based in Campbell, California."
Legal,Paxton,https://www.paxton.ai/,2023.0,$6M,"Paxton is a legal assistant AI that helps lawyers learn new areas of the law, quickly draft and compare documents and deepen discovery. It also conducts securities filings and regulatory searches. Paxton has been trained on over 60M+ legal documents including all published federal and state case law as well as all state and federal laws, as well as EDGAR from the SEC. Attorneys can upload their documents, audio and video files, to query or train Paxton. Paxton was founded in 2023 and is based in Palo Alto, California"
Legal,CS Disco,https://csdisco.com/,2012.0,$233.57M,"DISCO is a legal technology company that applies artificial intelligence and cloud computing to legal problems to support lawyers and legal teams in improving legal outcomes for their clients. Its e-discovery solution is used by corporate legal departments, law firms, and government agencies for compliance, disputes, and investigations."
Legal,Relativity,https://www.relativity.com/,2001.0,$125M,"Relativity develops software to help users organize data, discover the truth, and act on it. The company's e-discovery platform is used by organizations around the world to manage large volumes of data. It also offers a cloud solution product RelativityOne which manages large volumes of data and identifies key issues during litigation and internal investigations and compliance projects. The company was founded in 2001 and is based in Chicago, Illinois."
Legal,Everlaw,https://www.everlaw.com/,2010.0,$314.61M,"Everlaw offers a collaborative, cloud-based litigation platform for corporate counsels, litigators, and government attorneys that enables teams to discover, illuminate, and act on information to drive internal investigations and impact the outcome of litigation. Everlaw was formerly known as EasyESI. The company was founded in 2010 and is based in Oakland, California."
Legal,Midpage,https://www.midpage.ai/,2022.0,,"midpage offers an add-in that connects millions of legal documents to GPT4. It suggests case references, arguments, and answers questions. The company was founded in 2022 and is based in Berlin, Germany."
Legal,Luminance,https://www.luminance.com/,2015.0,$23M,"Luminance, which spun out of the University of Cambridge, is an AI-powered, document analysis platform that aims to disrupt the legal due diligence process."
Partnerships,Reveal,https://reveal.co/,2020.0,$50M,"Reveal is a free platform for Partnership, Marketing, and Sales teams to generate revenue through their ecosystem. Reveal allows users to connect with companies from their ecosystem, securely compare their CRM data, and multiply up to 3X of their win rate thanks to their ecosystems insights. The company was founded in 2020 and is based in Paris, France."
Partnerships,LiveRamp Habu,https://habu.com/,2018.0,$40M,"Habu builds software applications for privacy-safe data sharing, real-time analytics, automated segmentation and optimization across all of the major cloud providers."
Partnerships,Partnertap,https://partnertap.com/,2016.0,$1.55M,PartnerTap connects salespeople with prospects and their referral partners.
Partnerships,Infosum,https://www.infosum.com/,2015.0,$93.21M,"InfoSum provides data management and software services. It enables companies to understand a broader perspective of their customers' lives by joining siloed data sets and collaborating without the commercial and regulatory risks associated with centralized platforms. It offers customers across financial services, content distribution, connected television, eCommerce, gaming, and entertainment and compliantly connects their customer data to other partners through privacy-safe, data networks. InfoSum was founded in 2015 and is based in Basingstoke, U.K."
Partnerships,Vendia,https://www.vendia.com/,2020.0,$50.6M,"Vendia is a serverless, distributed platform that enables customers to share data and code across multiple clouds and companies."
Partnerships,Workspan,https://www.workspan.com/,2015.0,$66M,"WorkSpan is a co-sell management network that enables companies to charge and scale their co-sell revenue growth. The platform can be used by partnership and sales teams to collaborate with partners on deals, exchange co-sell referrals from inside their CRM, manage shared pipelines, and track performance on a live dashboard. The platform is designed primarily for technology companies. The company was founded in 2015 and is based in San Bernardino, California."
Partnerships,Crossbeam,https://www.crossbeam.com/,2018.0,$116.85M,"Crossbeam is a collaborative intelligence platform that helps companies build more valuable partnerships. It serves as an escrow service for data, allowing companies to find overlapping customers and prospects while keeping the rest of their data private and secure. The company was founded in 2018 and is based in Philadelphia, Pennsylvania."
Partnerships,Partnerstack,https://partnerstack.com/,2015.0,$38.12M,"PartnerStack provides a full-stack solution for partnerships. The company offers partner marketing, channel marketing, partner marketing software, channel marketing software, marketing automation software, co-marketing software, and marketing software. It is based in Toronto, Ontario."
Regtech & Compliance,Logically,https://www.logically.ai/,2017.0,$34.15M,"Logically is a technology company that focuses on combating harmful and problematic online content, operating within the artificial intelligence and information technology sectors. The company offers services that utilize advanced AI and human expertise to identify and neutralize damaging and misleading information online, providing tools for individuals, businesses, and governments to ensure the integrity of information. Its primary market includes the public sector, defense and national security, and enterprise risk intelligence. It was founded in 2017 and is based in Brighouse, England."
Regtech & Compliance,Unitary,https://www.unitary.ai/,2019.0,$24.7M,"Unitary develops contextual artificial intelligence (AI) to automate content moderation. It uses AI to read the context of user-generated videos uploaded to social media platforms and highlight content those are harmful to particular users or advertisers. It was founded in 2019 and is based in London, United Kingdom."
Regtech & Compliance,MinervaAI,https://www.minervaai.io/,2019.0,$0.44M,"MinervaAI has an automated solution aimed to provide faster, smarter, and more compliant financial crime investigations, augmenting the human investigator and increasing investigator productivity with data aggregation, data curation, automation, documentation, and deep learning."
